step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
1557,11655848,12456,0.10227068516952338,0.875,0.875,,,,,,,,,
1558,11662448,12464,0.12095038081772397,0.875,0.875,,,,,,,,,
1559,11669304,12472,0.11624412585899319,0.5,0.5,,,,,,,,,
1560,11675904,12480,0.12100787318790848,0.875,0.875,,,,,,,,,
1561,11682312,12488,0.1276903101038009,0.875,0.875,,,,,,,,,
1562,11693136,12496,0.11061857674977592,0.75,0.75,,,,,,,,,
1563,11699800,12504,0.09284179192462767,0.875,0.875,,,,,,,,,
1564,11713440,12512,0.06446542783084658,0.75,0.75,,,,,,,,,
1565,11719592,12520,0.10947099702067467,0.875,0.875,,,,,,,,,
1566,11725936,12528,0.10915870699181252,0.75,0.75,,,,,,,,,
1567,11733432,12536,0.1488458951421306,0.75,0.75,,,,,,,,,
1568,11743168,12544,0.08365004945350632,0.875,0.875,,,,,,,,,
1569,11751624,12552,0.08645790558842116,0.625,0.625,,,,,,,,,
1570,11759120,12560,0.09588832097320463,1.0,1.0,,,,,,,,,
1571,11766168,12568,0.0928096042738919,0.875,0.875,,,,,,,,,
1572,11771872,12576,0.11051097111113582,0.75,0.75,,,,,,,,,
1573,11779496,12584,0.10584126601413706,0.625,0.625,,,,,,,,,
1574,11787824,12592,0.09093201749585472,0.875,0.875,,,,,,,,,
1575,11794232,12600,0.12152487084875993,0.75,0.75,,,,,,,,,
1576,11803072,12608,0.11127569247057773,1.0,1.0,,,,,,,,,
1577,11811272,12616,0.10686793705025778,0.875,0.875,,,,,,,,,
1578,11817360,12624,0.11861622780438934,0.75,0.75,,,,,,,,,
1579,11825240,12632,0.11147745670066031,1.0,1.0,,,,,,,,,
1580,11830624,12640,0.09713930684994994,0.75,0.75,,,,,,,,,
1581,11841000,12648,0.08219097091292582,0.625,0.625,,,,,,,,,
1582,11849200,12656,0.0782698297323951,0.875,0.875,,,,,,,,,
1583,11859448,12664,0.10482334579018203,0.75,0.75,,,,,,,,,
1584,11869184,12672,0.13752300278793958,0.875,0.875,,,,,,,,,
1585,11878920,12680,0.08622668578413054,0.75,0.75,,,,,,,,,
1586,11884176,12688,0.14078599887632556,0.75,0.75,,,,,,,,,
1587,11891544,12696,0.08390394193150534,0.875,0.875,,,,,,,,,
1588,11898528,12704,0.11179670108470655,0.875,0.875,,,,,,,,,
1589,11903528,12712,0.10427380863152784,0.75,0.75,,,,,,,,,
1590,11910512,12720,0.1002923834286846,1.0,1.0,,,,,,,,,
1591,11917048,12728,0.1467132419009605,0.875,0.875,,,,,,,,,
1592,11921856,12736,0.10001820633727478,0.75,0.75,,,,,,,,,
1593,11928904,12744,0.11069820060812655,1.0,1.0,,,,,,,,,
1594,11934992,12752,0.16420397089946986,0.75,0.75,,,,,,,,,
1595,11941528,12760,0.12714419126827406,0.75,0.75,,,,,,,,,
1596,11948768,12768,0.12346606770206638,1.0,1.0,,,,,,,,,
1597,11956776,12776,0.11117294484128834,0.75,0.75,,,,,,,,,
1598,11962800,12784,0.13579892952897485,0.875,0.875,,,,,,,,,
1599,11972408,12792,0.10904159947797688,0.625,0.625,,,,,,,,,
1600,11979136,12800,0.09344290575628225,0.75,0.75,,,,,,,,,
1601,11986632,12808,0.11214430627052019,0.875,0.875,,,,,,,,,
1602,11993232,12816,0.0885634899793929,0.875,0.875,,,,,,,,,
1603,11999704,12824,0.09484035310957703,0.875,0.875,,,,,,,,,
1604,12004128,12832,0.13581550719795585,0.75,0.75,,,,,,,,,
1605,12010856,12840,0.10858769907946467,0.875,0.875,,,,,,,,,
1606,12017456,12848,0.08985241285077852,0.75,0.75,,,,,,,,,
1607,12027512,12856,0.08213441528382485,0.875,0.875,,,,,,,,,
1608,12033408,12864,0.12146086507133774,0.5,0.5,,,,,,,,,
1609,12038280,12872,0.12929093151196366,0.75,0.75,,,,,,,,,
1610,12045968,12880,0.08904261677463565,0.75,0.75,0.1383984812207243,0.75,0.75,,,,,,
1611,12053016,12888,0.12794905950194768,0.75,0.75,,,,,,,,,
1612,12060000,12896,0.11936793367001107,0.75,0.75,,,,,,,,,
1613,12067624,12904,0.12927685244997392,0.875,0.875,,,,,,,,,
1614,12074224,12912,0.11058625232241266,0.875,0.875,,,,,,,,,
1615,12079800,12920,0.12275146728230901,0.75,0.75,,,,,,,,,
1616,12088896,12928,0.14234401132757052,0.75,0.75,,,,,,,,,
1617,12098952,12936,0.08761156780459478,0.75,0.75,,,,,,,,,
1618,12105360,12944,0.1114159969590877,0.75,0.75,,,,,,,,,
1619,12111960,12952,0.12045063260817931,0.75,0.75,,,,,,,,,
1620,12119072,12960,0.09272594479915158,0.75,0.75,,,,,,,,,
1621,12126312,12968,0.11580877638243359,0.75,0.75,,,,,,,,,
1622,12133040,12976,0.12726629489907296,0.875,0.875,,,,,,,,,
1623,12142456,12984,0.111508389896848,0.625,0.625,,,,,,,,,
1624,12150400,12992,0.11113380994350273,0.75,0.75,,,,,,,,,
1625,12158920,13000,0.10274464218217909,0.625,0.625,,,,,,,,,
1626,12166032,13008,0.08943954282352497,0.875,0.875,,,,,,,,,
1627,12175576,13016,0.11801429235675359,0.75,0.75,,,,,,,,,
1628,12180576,13024,0.1190789721569409,0.875,0.875,,,,,,,,,
1629,12189992,13032,0.12300313801264053,0.75,0.75,,,,,,,,,
1630,12196016,13040,0.09910566152060102,0.625,0.625,,,,,,,,,
1631,12203768,13048,0.08769533758143541,0.625,0.625,,,,,,,,,
1632,12213504,13056,0.11445794883150932,0.75,0.75,,,,,,,,,
1633,12219144,13064,0.12561086818760334,0.875,0.875,,,,,,,,,
1634,12224400,13072,0.09506649590198658,0.875,0.875,,,,,,,,,
1635,12229336,13080,0.12079843574060983,0.75,0.75,,,,,,,,,
1636,12234144,13088,0.11929786936804596,1.0,1.0,,,,,,,,,
1637,12239656,13096,0.14490618266231062,0.75,0.75,,,,,,,,,
1638,12244336,13104,0.14429509391490042,0.875,0.875,,,,,,,,,
1639,12251832,13112,0.12133214008187405,1.0,1.0,,,,,,,,,
1640,12265024,13120,0.06389360347070562,0.75,0.75,,,,,,,,,
1641,12275080,13128,0.11120236289434424,0.875,0.875,,,,,,,,,
1642,12286544,13136,0.0901521352068513,0.875,0.875,,,,,,,,,
1643,12293272,13144,0.10402719874134109,0.625,0.625,,,,,,,,,
1644,12301280,13152,0.14400359178167657,1.0,1.0,,,,,,,,,
1645,12306472,13160,0.08258394118291837,0.75,0.75,,,,,,,,,
1646,12314608,13168,0.06646208000773825,0.75,0.75,,,,,,,,,
1647,12325688,13176,0.08057553618612015,0.875,0.875,,,,,,,,,
1648,12333568,13184,0.1163388440640265,1.0,1.0,,,,,,,,,
1649,12349064,13192,0.0859375130460194,0.875,0.875,,,,,,,,,
1650,12363984,13200,0.06136763904257851,0.75,0.75,,,,,,,,,
1651,12372568,13208,0.09956821556469965,0.75,0.75,,,,,,,,,
1652,12377952,13216,0.11916861507058268,0.875,0.875,,,,,,,,,
1653,12383080,13224,0.09628216719938276,1.0,1.0,,,,,,,,,
1654,12386992,13232,0.09734311753337573,0.875,0.875,,,,,,,,,
1655,12397752,13240,0.07785955619534302,0.875,0.875,,,,,,,,,
1656,12404416,13248,0.11297222910194732,1.0,1.0,,,,,,,,,
1657,12411976,13256,0.14300658244131262,0.875,0.875,,,,,,,,,
1658,12417168,13264,0.14274372004938138,0.875,0.875,,,,,,,,,
1659,12424088,13272,0.09824537323475868,1.0,1.0,,,,,,,,,
1660,12429600,13280,0.12237430288880533,0.875,0.875,,,,,,,,,
1661,12437032,13288,0.07475386965574339,0.75,0.75,,,,,,,,,
1662,12444848,13296,0.12961179766826716,0.875,0.875,,,,,,,,,
1663,12454328,13304,0.10867241476110025,0.875,0.875,,,,,,,,,
1664,12463872,13312,0.09353344758044914,0.75,0.75,,,,,,,,,
1665,12471944,13320,0.10217693115485277,0.625,0.625,,,,,,,,,
1666,12477712,13328,0.1088277590867488,0.875,0.875,,,,,,,,,
1667,12485336,13336,0.11741875195957274,1.0,1.0,,,,,,,,,
1668,12497888,13344,0.06889509597889755,0.625,0.625,,,,,,,,,
1669,12505960,13352,0.13327485742939701,1.0,1.0,,,,,,,,,
1670,12513008,13360,0.0952886724297087,0.625,0.625,,,,,,,,,
1671,12519928,13368,0.08439712609529455,0.75,0.75,,,,,,,,,
1672,12525568,13376,0.13520222086874184,0.5,0.5,,,,,,,,,
1673,12536968,13384,0.09277553258986836,0.875,0.875,,,,,,,,,
1674,12545168,13392,0.10225286959473873,1.0,1.0,0.09104340925738709,0.625,0.625,,,,,,
1675,12550168,13400,0.12464332754285459,1.0,1.0,,,,,,,,,
1676,12556320,13408,0.10559935938041044,0.75,0.75,,,,,,,,,
1677,12567016,13416,0.07492710174528928,0.75,0.75,,,,,,,,,
1678,12572528,13424,0.10314643896960812,0.875,0.875,,,,,,,,,
1679,12577848,13432,0.13482625595998812,0.875,0.875,,,,,,,,,
1680,12589632,13440,0.09523400848468802,0.875,0.875,,,,,,,,,
1681,12597704,13448,0.11489656317352138,0.75,0.75,,,,,,,,,
1682,12602768,13456,0.10843167727794316,0.75,0.75,,,,,,,,,
1683,12614168,13464,0.07904480614394517,1.0,1.0,,,,,,,,,
1684,12618784,13472,0.1400277993765373,0.875,0.875,,,,,,,,,
1685,12626984,13480,0.12705366748237948,1.0,1.0,,,,,,,,,
1686,12635056,13488,0.09703263459071436,0.875,0.875,,,,,,,,,
1687,12640248,13496,0.11692424142301462,0.875,0.875,,,,,,,,,
1688,12647808,13504,0.08381879945073409,0.875,0.875,,,,,,,,,
1689,12656072,13512,0.1354771422508001,0.75,0.75,,,,,,,,,
1690,12663568,13520,0.11511180535910683,0.875,0.875,,,,,,,,,
1691,12672728,13528,0.1474430909398944,0.75,0.75,,,,,,,,,
1692,12680352,13536,0.12179633976723123,0.75,0.75,,,,,,,,,
1693,12688168,13544,0.08882997809265607,1.0,1.0,,,,,,,,,
1694,12694960,13552,0.10536398523988262,0.75,0.75,,,,,,,,,
1695,12705080,13560,0.09944677433113518,0.75,0.75,,,,,,,,,
1696,12718592,13568,0.07131213088204083,0.875,0.875,,,,,,,,,
1697,12728008,13576,0.09467836060484028,0.75,0.75,,,,,,,,,
1698,12733712,13584,0.12066432036209694,0.75,0.75,,,,,,,,,
1699,12741400,13592,0.08407308924368903,0.625,0.625,,,,,,,,,
1700,12747936,13600,0.11882651079297746,0.75,0.75,,,,,,,,,
1701,12759272,13608,0.09191530074051805,0.5,0.5,,,,,,,,,
1702,12766320,13616,0.08175986757491005,0.875,0.875,,,,,,,,,
1703,12774008,13624,0.08530392553261455,1.0,1.0,,,,,,,,,
1704,12783040,13632,0.12685094139806694,1.0,1.0,,,,,,,,,
1705,12792328,13640,0.10981014762605629,0.625,0.625,,,,,,,,,
1706,12802192,13648,0.11522328853865522,1.0,1.0,,,,,,,,,
1707,12809816,13656,0.0970470828495014,1.0,1.0,,,,,,,,,
1708,12816288,13664,0.09511776229194845,0.75,0.75,,,,,,,,,
1709,12823400,13672,0.08910615954787082,1.0,1.0,,,,,,,,,
1710,12832816,13680,0.09954559039799825,0.875,0.875,,,,,,,,,
1711,12838136,13688,0.10227527690736282,1.0,1.0,,,,,,,,,
1712,12849088,13696,0.07501317856386519,0.875,0.875,,,,,,,,,
1713,12857288,13704,0.10871673965259152,0.875,0.875,,,,,,,,,
1714,12864720,13712,0.09575498580447973,0.875,0.875,,,,,,,,,
1715,12871128,13720,0.14628917399231678,0.625,0.625,,,,,,,,,
1716,12879392,13728,0.11083650475019283,1.0,1.0,,,,,,,,,
1717,12890728,13736,0.09167855227144332,1.0,1.0,,,,,,,,,
1718,12900208,13744,0.09393223651558626,1.0,1.0,,,,,,,,,
1719,12906936,13752,0.09663874552045482,0.625,0.625,,,,,,,,,
1720,12913856,13760,0.09421896377763674,0.875,0.875,,,,,,,,,
1721,12923592,13768,0.11950041059785813,0.875,0.875,,,,,,,,,
1722,12932304,13776,0.08516582128259055,0.875,0.875,,,,,,,,,
1723,12940952,13784,0.0805135227365011,0.75,0.75,,,,,,,,,
1724,12946528,13792,0.13167279278493016,0.875,0.875,,,,,,,,,
1725,12954408,13800,0.09782433713170273,0.75,0.75,,,,,,,,,
1726,12960816,13808,0.10574226848169335,0.625,0.625,,,,,,,,,
1727,12966776,13816,0.10102594800196688,1.0,1.0,,,,,,,,,
1728,12974080,13824,0.10332783094240235,0.75,0.75,,,,,,,,,
1729,12985224,13832,0.07978782371069004,0.875,0.875,,,,,,,,,
1730,12994320,13840,0.0771948429007843,0.875,0.875,,,,,,,,,
1731,13000216,13848,0.10592755645615948,0.875,0.875,,,,,,,,,
1732,13009696,13856,0.09344117477428616,0.75,0.75,,,,,,,,,
1733,13015784,13864,0.11688879581613153,0.875,0.875,,,,,,,,,
1734,13023216,13872,0.13056183840716418,0.875,0.875,,,,,,,,,
1735,13032056,13880,0.11529143487339964,0.875,0.875,,,,,,,,,
1736,13039296,13888,0.08644413081395372,1.0,1.0,,,,,,,,,
1737,13046216,13896,0.1056113337204874,0.75,0.75,,,,,,,,,
1738,13052368,13904,0.07315976270271972,1.0,1.0,,,,,,,,,
1739,13057752,13912,0.09173966671668458,0.75,0.75,0.13342420021537,1.0,1.0,,,,,,
1740,13062304,13920,0.12786912758284122,0.875,0.875,,,,,,,,,
1741,13067176,13928,0.1020018501498554,0.875,0.875,,,,,,,,,
1742,13076016,13936,0.09080778233133233,0.875,0.875,,,,,,,,,
1743,13082424,13944,0.12586136371402964,0.75,0.75,,,,,,,,,
1744,13088768,13952,0.11072042487483204,0.875,0.875,,,,,,,,,
1745,13095112,13960,0.14013992206991197,1.0,1.0,,,,,,,,,
1746,13103056,13968,0.1265174282973719,0.75,0.75,,,,,,,,,
1747,13108184,13976,0.1120757098039892,0.75,0.75,,,,,,,,,
1748,13119328,13984,0.0804808585530733,0.75,0.75,,,,,,,,,
1749,13127016,13992,0.09591439383232156,0.875,0.875,,,,,,,,,
1750,13134192,14000,0.12899693171468485,0.875,0.875,,,,,,,,,
1751,13140664,14008,0.13476693160907005,0.875,0.875,,,,,,,,,
1752,13147520,14016,0.12458845049863199,0.875,0.875,,,,,,,,,
1753,13156296,14024,0.11711159330497047,1.0,1.0,,,,,,,,,
1754,13163216,14032,0.1409975972372248,0.75,0.75,,,,,,,,,
1755,13168344,14040,0.11120313181540645,0.75,0.75,,,,,,,,,
1756,13173984,14048,0.10296466961917278,0.875,0.875,,,,,,,,,
1757,13179496,14056,0.10375032438475872,0.875,0.875,,,,,,,,,
1758,13185072,14064,0.14018967741469748,0.75,0.75,,,,,,,,,
1759,13191864,14072,0.09815462911504373,0.75,0.75,,,,,,,,,
1760,13198528,14080,0.12503606790268246,0.75,0.75,,,,,,,,,
1761,13205128,14088,0.1229692457433301,0.875,0.875,,,,,,,,,
1762,13212240,14096,0.10379745452696464,0.75,0.75,,,,,,,,,
1763,13219160,14104,0.12809880974895754,1.0,1.0,,,,,,,,,
1764,13230816,14112,0.10044133204628905,0.875,0.875,,,,,,,,,
1765,13235944,14120,0.09580846790405911,0.625,0.625,,,,,,,,,
1766,13242800,14128,0.1146602095701304,0.875,0.875,,,,,,,,,
1767,13254648,14136,0.0740057805984107,0.875,0.875,,,,,,,,,
1768,13261568,14144,0.13274783552496253,0.875,0.875,,,,,,,,,
1769,13273544,14152,0.0955557228947812,1.0,1.0,,,,,,,,,
1770,13281808,14160,0.09911633490334408,0.75,0.75,,,,,,,,,
1771,13293784,14168,0.09528445381080448,0.875,0.875,,,,,,,,,
1772,13298464,14176,0.12336817748441124,0.625,0.625,,,,,,,,,
1773,13306024,14184,0.11324541261809885,0.75,0.75,,,,,,,,,
1774,13315440,14192,0.08930747480564004,0.5,0.5,,,,,,,,,
1775,13322168,14200,0.0958774373148344,1.0,1.0,,,,,,,,,
1776,13332608,14208,0.0726083417612632,0.75,0.75,,,,,,,,,
1777,13341000,14216,0.14544316976345686,0.875,0.875,,,,,,,,,
1778,13346704,14224,0.11602562812462293,1.0,1.0,,,,,,,,,
1779,13355608,14232,0.08052652815921196,0.75,0.75,,,,,,,,,
1780,13365408,14240,0.07841833717118445,0.875,0.875,,,,,,,,,
1781,13374568,14248,0.08336475264001292,0.875,0.875,,,,,,,,,
1782,13378736,14256,0.13794156333105934,0.5,0.5,,,,,,,,,
1783,13384632,14264,0.10302101885224818,0.75,0.75,,,,,,,,,
1784,13391936,14272,0.09862762942889455,1.0,1.0,,,,,,,,,
1785,13401352,14280,0.09272096171705697,0.875,0.875,,,,,,,,,
1786,13405200,14288,0.11304741584789146,1.0,1.0,,,,,,,,,
1787,13409688,14296,0.11410874128834476,0.625,0.625,,,,,,,,,
1788,13415136,14304,0.10737786500852751,0.75,0.75,,,,,,,,,
1789,13420520,14312,0.10370900800532175,0.625,0.625,,,,,,,,,
1790,13430896,14320,0.06796887245160667,0.75,0.75,,,,,,,,,
1791,13438968,14328,0.11729121309828344,1.0,1.0,,,,,,,,,
1792,13445376,14336,0.12548149322319657,0.75,0.75,,,,,,,,,
1793,13452616,14344,0.10296378077571754,1.0,1.0,,,,,,,,,
1794,13458256,14352,0.09061347435605688,0.625,0.625,,,,,,,,,
1795,13465560,14360,0.09102803789021037,0.625,0.625,,,,,,,,,
1796,13470368,14368,0.13848268661825416,0.875,0.875,,,,,,,,,
1797,13478888,14376,0.0823624269868058,0.875,0.875,,,,,,,,,
1798,13484144,14384,0.11332466203680829,1.0,1.0,,,,,,,,,
1799,13491704,14392,0.16367944117706265,1.0,1.0,,,,,,,,,
1800,13498560,14400,0.07723005250898037,0.625,0.625,,,,,,,,,
1801,13503432,14408,0.12654450544546333,0.875,0.875,,,,,,,,,
1802,13508112,14416,0.11658610690945813,0.875,0.875,,,,,,,,,
1803,13514264,14424,0.11594691825907097,1.0,1.0,,,,,,,,,
1804,13520544,14432,0.11900151028148614,0.625,0.625,,,,,,,,,
1805,13529640,14440,0.08062398185964924,0.625,0.625,,,,,,,,,
1806,13534512,14448,0.13958355961796867,0.625,0.625,,,,,,,,,
1807,13539896,14456,0.12917960771938394,1.0,1.0,,,,,,,,,
1808,13551360,14464,0.07705382851799435,0.75,0.75,0.0762608948282653,0.875,0.875,,,,,,
1809,13566728,14472,0.11082865744853404,0.75,0.75,,,,,,,,,
1810,13576208,14480,0.08075510734791264,0.75,0.75,,,,,,,,,
1811,13581656,14488,0.13507765023348603,1.0,1.0,,,,,,,,,
1812,13591264,14496,0.10876953514027345,0.75,0.75,,,,,,,,,
1813,13601640,14504,0.07019820867812442,0.75,0.75,,,,,,,,,
1814,13612528,14512,0.1045462436219478,0.75,0.75,,,,,,,,,
1815,13617144,14520,0.1434672595286051,0.625,0.625,,,,,,,,,
1816,13624000,14528,0.1078904726987696,1.0,1.0,,,,,,,,,
1817,13631368,14536,0.09469695821999316,0.875,0.875,,,,,,,,,
1818,13640784,14544,0.12416475675580368,0.875,0.875,,,,,,,,,
1819,13650264,14552,0.12543258117369968,0.875,0.875,,,,,,,,,
1820,13658208,14560,0.08845819348267771,0.875,0.875,,,,,,,,,
1821,13666792,14568,0.1274330981428335,1.0,1.0,,,,,,,,,
1822,13673520,14576,0.09033264655965786,0.875,0.875,,,,,,,,,
1823,13687224,14584,0.08093034846721084,0.625,0.625,,,,,,,,,
1824,13692544,14592,0.10034406662568542,0.875,0.875,,,,,,,,,
1825,13704584,14600,0.09327540672168433,0.875,0.875,,,,,,,,,
1826,13712144,14608,0.10085982987792975,0.875,0.875,,,,,,,,,
1827,13718360,14616,0.09757864199788861,0.875,0.875,,,,,,,,,
1828,13722400,14624,0.1193522063466141,0.5,0.5,,,,,,,,,
1829,13729448,14632,0.07740403266417016,0.75,0.75,,,,,,,,,
1830,13739696,14640,0.09008432511866214,1.0,1.0,,,,,,,,,
1831,13745400,14648,0.09846886357671368,1.0,1.0,,,,,,,,,
1832,13752960,14656,0.0845256016100936,0.875,0.875,,,,,,,,,
1833,13761288,14664,0.12497593137326035,1.0,1.0,,,,,,,,,
1834,13766736,14672,0.1018766374757041,0.875,0.875,,,,,,,,,
1835,13774168,14680,0.11921819721487086,0.875,0.875,,,,,,,,,
1836,13779808,14688,0.12087952173022933,0.875,0.875,,,,,,,,,
1837,13791144,14696,0.11069292460783677,1.0,1.0,,,,,,,,,
1838,13802160,14704,0.09057610946954522,1.0,1.0,,,,,,,,,
1839,13810488,14712,0.10857302762371777,0.75,0.75,,,,,,,,,
1840,13819520,14720,0.11006212040342847,0.875,0.875,,,,,,,,,
1841,13824072,14728,0.10385384187576158,0.75,0.75,,,,,,,,,
1842,13831056,14736,0.10675577379061704,0.875,0.875,,,,,,,,,
1843,13838552,14744,0.09913602016605456,0.5,0.5,,,,,,,,,
1844,13853408,14752,0.040150977315126894,0.625,0.625,,,,,,,,,
1845,13860136,14760,0.09879884921314384,1.0,1.0,,,,,,,,,
1846,13866928,14768,0.07454005837878556,0.875,0.875,,,,,,,,,
1847,13871608,14776,0.13506839497661147,0.875,0.875,,,,,,,,,
1848,13877824,14784,0.09979384874547954,0.875,0.875,,,,,,,,,
1849,13881928,14792,0.11090873848666091,0.75,0.75,,,,,,,,,
1850,13896848,14800,0.06883546347111603,0.875,0.875,,,,,,,,,
1851,13902744,14808,0.10063955636153303,0.75,0.75,,,,,,,,,
1852,13909792,14816,0.12656362317543254,1.0,1.0,,,,,,,,,
1853,13917544,14824,0.0843065589163336,0.75,0.75,,,,,,,,,
1854,13924976,14832,0.13139166603096847,0.875,0.875,,,,,,,,,
1855,13932536,14840,0.1279946117695764,0.75,0.75,,,,,,,,,
1856,13936640,14848,0.12764079782157578,1.0,1.0,,,,,,,,,
1857,13941960,14856,0.13473511803817792,1.0,1.0,,,,,,,,,
1858,13949200,14864,0.11059050302716361,0.75,0.75,,,,,,,,,
1859,13957016,14872,0.08546382147741845,0.75,0.75,,,,,,,,,
1860,13970016,14880,0.08790392605859375,1.0,1.0,,,,,,,,,
1861,13977320,14888,0.09494158216082549,1.0,1.0,,,,,,,,,
1862,13983088,14896,0.13161575882589818,0.875,0.875,,,,,,,,,
1863,13990840,14904,0.09492876935809914,0.875,0.875,,,,,,,,,
1864,13997376,14912,0.1004740793747895,0.875,0.875,,,,,,,,,
1865,14006408,14920,0.13231973196706392,1.0,1.0,,,,,,,,,
1866,14014480,14928,0.08102349620719888,0.875,0.875,,,,,,,,,
1867,14019672,14936,0.11441092376386673,0.625,0.625,,,,,,,,,
1868,14027040,14944,0.10503452974156093,0.75,0.75,,,,,,,,,
1869,14035944,14952,0.09630551310141931,0.875,0.875,,,,,,,,,
1870,14042672,14960,0.15038341446682646,0.75,0.75,,,,,,,,,
1871,14048376,14968,0.12732456369841652,0.75,0.75,,,,,,,,,
1872,14052736,14976,0.14919666731012626,0.875,0.875,,,,,,,,,
1873,14058568,14984,0.1360644420916451,0.75,0.75,0.13200651625981827,0.875,0.875,,,,,,
1874,14064272,14992,0.11304841020294806,0.875,0.875,,,,,,,,,
1875,14073048,15000,0.07226216877399529,0.75,0.75,,,,,,,,,
1876,14081376,15008,0.10540774636431187,0.75,0.75,,,,,,,,,
1877,14086888,15016,0.11112901356694291,0.875,0.875,,,,,,,,,
1878,14095344,15024,0.08333901861937175,0.5,0.5,,,,,,,,,
1879,14103032,15032,0.09603912526294285,1.0,1.0,,,,,,,,,
1880,14108800,15040,0.10059434079647425,0.625,0.625,,,,,,,,,
1881,14118920,15048,0.0934387049326415,1.0,1.0,,,,,,,,,
1882,14126096,15056,0.08409277639254574,0.625,0.625,,,,,,,,,
1883,14130776,15064,0.1064076766654657,0.875,0.875,,,,,,,,,
1884,14139680,15072,0.12162674794171774,0.875,0.875,,,,,,,,,
1885,14146728,15080,0.10814339623131083,0.625,0.625,,,,,,,,,
1886,14153584,15088,0.10130798531632164,0.75,0.75,,,,,,,,,
1887,14157880,15096,0.11392744933733709,0.75,0.75,,,,,,,,,
1888,14165440,15104,0.10264033665747406,0.5,0.5,,,,,,,,,
1889,14174024,15112,0.09871062703189872,0.625,0.625,,,,,,,,,
1890,14179856,15120,0.09942605642604971,0.75,0.75,,,,,,,,,
1891,14185624,15128,0.11212810829184883,0.75,0.75,,,,,,,,,
1892,14193120,15136,0.1166212665133946,0.875,0.875,,,,,,,,,
1893,14198056,15144,0.1358695166157901,0.75,0.75,,,,,,,,,
1894,14201968,15152,0.16212032691494727,1.0,1.0,,,,,,,,,
1895,14208248,15160,0.08076900725329782,0.875,0.875,,,,,,,,,
1896,14215488,15168,0.09600775426919043,0.75,0.75,,,,,,,,,
1897,14223688,15176,0.10535065836418636,0.875,0.875,,,,,,,,,
1898,14229136,15184,0.12902771459009937,0.875,0.875,,,,,,,,,
1899,14234136,15192,0.11664924852409854,1.0,1.0,,,,,,,,,
1900,14240224,15200,0.09909868210648515,0.75,0.75,,,,,,,,,
1901,14248232,15208,0.08617364431103013,0.875,0.875,,,,,,,,,
1902,14254192,15216,0.14829557527141077,0.75,0.75,,,,,,,,,
1903,14264568,15224,0.07379598920567933,0.875,0.875,,,,,,,,,
1904,14268352,15232,0.09945211470599073,0.875,0.875,,,,,,,,,
1905,14276232,15240,0.11122592046829372,0.875,0.875,,,,,,,,,
1906,14282320,15248,0.1087552524979758,1.0,1.0,,,,,,,,,
1907,14288792,15256,0.11534397824223903,0.625,0.625,,,,,,,,,
1908,14293984,15264,0.12297607122776145,1.0,1.0,,,,,,,,,
1909,14302504,15272,0.08842797495972943,0.75,0.75,,,,,,,,,
1910,14310576,15280,0.11731682435920945,0.625,0.625,,,,,,,,,
1911,14318008,15288,0.10197424294649907,0.875,0.875,,,,,,,,,
1912,14323712,15296,0.08785575825454425,0.875,0.875,,,,,,,,,
1913,14329096,15304,0.12626543876818608,0.75,0.75,,,,,,,,,
1914,14338960,15312,0.10365478861611753,0.875,0.875,,,,,,,,,
1915,14348376,15320,0.0721125093544066,0.875,0.875,,,,,,,,,
1916,14357536,15328,0.07696099725273044,0.875,0.875,,,,,,,,,
1917,14363048,15336,0.13374609943936494,1.0,1.0,,,,,,,,,
1918,14369200,15344,0.09708254542944246,0.75,0.75,,,,,,,,,
1919,14380920,15352,0.13629161969372602,0.875,0.875,,,,,,,,,
1920,14386368,15360,0.11576152106839802,0.75,0.75,,,,,,,,,
1921,14393224,15368,0.11717324235160419,0.75,0.75,,,,,,,,,
1922,14403792,15376,0.08910128014932144,1.0,1.0,,,,,,,,,
1923,14408792,15384,0.16499973632837556,0.75,0.75,,,,,,,,,
1924,14417376,15392,0.1203834391361357,0.875,0.875,,,,,,,,,
1925,14427368,15400,0.08715169303314575,0.75,0.75,,,,,,,,,
1926,14433456,15408,0.11325615943979826,0.75,0.75,,,,,,,,,
1927,14438520,15416,0.12327446306566969,1.0,1.0,,,,,,,,,
1928,14444736,15424,0.14519318414670446,0.875,0.875,,,,,,,,,
1929,14451528,15432,0.09282135060936568,1.0,1.0,,,,,,,,,
1930,14457424,15440,0.09221327178209397,0.875,0.875,,,,,,,,,
1931,14462872,15448,0.11115717188520655,0.875,0.875,,,,,,,,,
1932,14473952,15456,0.11088941899352964,0.75,0.75,,,,,,,,,
1933,14478312,15464,0.1362827886240234,0.75,0.75,,,,,,,,,
1934,14483568,15472,0.1119666721286143,0.75,0.75,,,,,,,,,
1935,14491192,15480,0.10537445792284736,1.0,1.0,,,,,,,,,
1936,14498240,15488,0.12554090560645523,1.0,1.0,,,,,,,,,
1937,14504200,15496,0.11006522648987553,0.5,0.5,,,,,,,,,
1938,14509456,15504,0.10294519405807849,0.5,0.5,,,,,,,,,
1939,14513560,15512,0.10283054773927122,0.75,0.75,,,,,,,,,
